2995509645	269990131	0	0	255
270299648	3149941194	65535	1521	6
270300066	3756709341	65535	30804	6
2995509645	269990131	65535	1521	6
270300018	4024499549	65535	0	0
270300018	4024499549	65535	0	0
270300106	3137188511	65535	5555	6
2995509755	2007550464	65535	0	6
270300094	3501272710	65535	65535	6
270300153	3212068693	0	1717	6
2995509639	270299136	0	1489	6
2995509667	488223478	0	5631	6
270300158	3212068695	65535	1704	6
270299989	3930903641	65535	65535	6
2995509636	270300193	65535	135	6
270300028	4024499549	0	1733	6
270299972	3756868456	0	5555	6
270300158	3035222207	0	65535	6
270300147	3212068693	65535	2210	6
270300026	4024499549	65535	65535	1
270300011	4025019308	65535	1707	6
270300049	1142833610	65535	1521	6
2995509755	1454148608	65535	1724	6
2995509636	269990123	65535	65535	6
2995509674	488223478	65535	1526	6
270300018	1207725616	0	6889	6
270299648	2984147945	0	0	0
2995509755	1454148608	65535	1724	6
2995509667	488223478	65535	1521	6
2995509667	488223478	65535	1521	6
2995509667	488223478	65535	1521	6
2995509667	488223478	65535	1521	6
270299989	1206514687	65535	0	6
270299989	1199882458	0	65535	0
2995509636	270300193	0	1433	6
270300071	3756869631	65535	0	255
270299993	4025264522	0	1525	6
270300044	270300193	0	0	6
270299972	3756868456	65535	1526	6
270299993	488223478	65535	2210	6
270300094	3501276974	0	14753	6
2995509636	270279488	0	1526	6
270300026	4024499549	0	6000	6
270300090	2995510845	65535	1706	6
2995509740	1142833551	0	1521	6
2995509740	1142833551	0	1521	6
2995509740	1142833551	0	1521	6
2995509740	1142835199	0	6000	6
270299993	4025019310	0	62609	6
270300011	4025019392	0	0	6
2995509740	1336456222	65535	1525	6
2995509636	269990131	65535	1712	6
270300018	1207725742	65535	1724	6
270300011	1207456255	0	0	6
270300159	2147483648	65535	65535	255
270300044	2983802461	0	5540	6
270300026	4024499549	0	30804	6
2995509636	270300193	65535	5632	6
2995509674	488223478	0	5540	6
270300097	3150616197	0	3745	6
2995509647	283081895	0	1521	6
2995509645	269990131	0	1300	6
2995509645	269990131	0	1300	6
2995509645	269990131	0	1300	6
270299993	4025019310	0	1711	6
270299989	4025264531	0	1724	6
270300066	3501586339	65535	0	6
270300025	4024499549	0	1733	6
270300025	4024499549	0	1733	6
2995509667	386741248	0	0	6
2995509667	386741248	0	0	6
2995509636	270300193	65535	1221	6
270300028	4024499549	0	14753	6
270300011	1207455896	0	2121	6
2995509755	2003812209	65535	1712	6
2995509755	2003812209	65535	1712	6
270300049	1142833610	65535	1521	6
2995509636	270279488	0	1526	6
270300066	3501586110	0	80	6
270300018	4024499549	65535	1433	6
2995509740	1336780929	0	0	1
2995509636	270300196	0	1521	6
270300046	3079479208	65535	0	6
270300046	3079479208	65535	0	6
2995509636	270279489	0	1700	6
2995509755	1947127940	65535	1521	6
2995509639	269991935	0	1711	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
270300011	4025019309	0	0	6
